Words,Count
decitful,1
decir,1
deciding,1
decides,1
decidedly,1
deception,1
decadent,1
dec.28,1
dearborn,1
deadpan,1
deadly,1
daycare,1
day...with,1
day-after-day,1
day's,1
dawned,1
dawes,1
davey,1
cynically,1
cuz,1
cries,1
crooks,1
crumbs,1
crumbling,1
crumbbum,1
cruised,1
cruise,1
cruddy,1
cruchy,1
crtrubey@frontier.com,1
crowns,1
crowd,1
cross-stitch,1
cronchy,1
cut-the-mustard,1
crocker,1
crittendon,1
criticized,1
critical,1
crispy-crunchy,1
crispy's,1
crispiness,1
crispiest,1
crispier,1
crisis,1
cripes,1
crumbum,1
crunch-like,1
crunch/quisp,1
crunchberries,1
cut-outs,1
customer's,1
custard,1
curves,1
curtains,1
curiosity's,1
cure,1
curdmungeon,1
cultured,1
cultivated,1
cultivate,1
culinary,1
cuddly,1
cuba,1
cuased,1
ctc,1
cs,1
crystal,1
cryogenned,1
cruz,1
crusts,1
crushing,1
crunchers,1
compromise,1
compressed-brick,1
compressed,1
chemicals,1
chia,1
cheyenne,1
chex-less,1
chew-challenge....i,1
chesterfield,1
cherished,1
cherish,1
cherios,1
chemo-patients,1
chemo,1
chemistry,1
chemical-y,1
charms-like,1
chefs,1
chefhorseman@yahoo.com,1
chef,1
cheesecake,1
cheerios-like,1
cheerioos,1
cheerio's,1
checks,1
cheating,1
cheated,1
cheat,1
chico,1
child/teen,1
"childhood,and",1
childhoods,1
christ,1
chrissy,1
chrispy,1
chris,1
chowing,1
chorus,1
chores,1
chorerra,1
chops,1
choo,1
chomp,1
choculas,1
chocula's,1
chocolate/vanilla,1
chocolate-flavored,1
chocolate-coated,1
chocked,1
chock,1
chit,1
ching-chang,1
chinarose086,1
chinaboy,1
chin,1
chat,1
charged,1
christophers,1
caucasian,1
cell,1
celebration,1
celebrate,1
ceereals,1
ceareal,1
ccheerios,1
cc,1
cbs,1
cavities,1
caved,1
caveat,1
cattle,1
characteristics,1
cats,1
cathy,1
cathead,1
category,1
catching,1
catchier,1
casual,1
castor,1
castle,1
castings,1
cast,1
cellar,1
cells,1
cement,1
centeredness,1
chaps,1
chap,1
chanted,1
chant,1
channels,1
chandler,1
chances,1
champion,1
challenged,1
chairs,1
cerix,1
cerial,1
cereals.(myemptycanvasreviews.blogspot.com,1
cerealkiller,1
cerealgirl,1
cereala,1
cereal/sweet,1
cereal...so,1
cereal-eater,1
"cereal,and",1
cerals,1
ceraeal,1
ceo's,1
christmas-time,1
christy,1
comprehend,1
collectibles,1
comb's,1
coma,1
com,1
column,1
columbus,1
colr,1
colours,1
colonel,1
collector,1
collective,1
collections,1
collectable,1
cod,1
colleagues,1
collapse,1
coll,1
coles,1
colecovision's,1
cole,1
coincidence,1
coin,1
cogeco.ca,1
coffeecake,1
codewords,1
combat,1
combed,1
combinations,1
combing,1
comprar,1
compound,1
component,1
completed,1
complains,1
complain,1
competing,1
compensate,1
compassion,1
compass,1
comparisons,1
comparing,1
companion,1
compadres,1
community,1
communities,1
commonly,1
commericals,1
"commercial,""it's",1
commentator,1
comical,1
comfy,1
combining,1
code,1
coco-holic,1
chum,1
civilization,1
clears,1
clearing,1
cleanest,1
claus,1
classroom,1
classics,1
clapped,1
clamor,1
claiming,1
clack-ers,1
cj,1
cities,1
coarsely,1
circumstances,1
circle,1
cinnamon-sprayed,1
cinnamon-marshmallow,1
cinnamon-like,1
cinnamon-flavored,1
cinnamon-based,1
cinnamon-apple,1
cinn,1
cini-mini,1
cincinnati,1
clearwater,1
clerk,1
clerks,1
clever,1
coarse,1
co-worker,1
co-existed,1
cmon,1
clumpy,1
clumped,1
clump,1
clucking,1
clubhouse,1
clowns,1
clovis,1
clovers,1
cloverleafs,1
clouder,1
clothes,1
cloth,1
closely,1
clones,1
clone,1
clips,1
climb,1
cliff,1
clicking,1
declining,1
dedication,1
cassette,1
enthusiasm,1
equaled,1
epitome,1
episodes,1
epidemic,1
epic,1
envision,1
envelope,1
entry,1
entries,1
entrepenuer,1
entirety,1
enters,1
er,1
entering,1
ensure,1
ensor,1
enslavement,1
enriched,1
enoy,1
enjoyment,1
enhances,1
enhanced,1
engraved,1
engineers,1
equate,1
erie,1
dee-licious,1
ever...a,1
examples,1
examine,1
ex-wife,1
ex-great,1
ewwwww,1
ewell,1
evvaaaaaa,1
evolved,1
evocative,1
evils,1
everyuone,1
event,1
errors,1
evenings,1
eve,1
eugene,1
este,1
essex/greater,1
essex,1
essentials,1
especial,1
esp,1
ersatz,1
errrgghh,1
enfield,1
energy-call,1
energizer,1
edisto,1
elegant,1
elated,1
elaine,1
eight,1
eh,1
eggo's,1
egg-o,1
effected,1
eeyore,1
eerie,1
editions,1
eddie,1
enen,1
ect,1
ecstasy,1
echoing,1
eau,1
eater.i,1
eat...i,1
eat-healthy,1
eat'em,1
easy-to-eat,1
easting,1
easiest,1
elephant,1
elevated,1
eli's,1
eligible,1
enduring,1
endured,1
endorsed,1
endangered,1
encountered,1
enclosed,1
encircle,1
enabled,1
empty-calorie,1
emptied,1
emotionally,1
emotional,1
eminently,1
emblem,1
emailing,1
elsewhere,1
elmira,1
elmaco,1
ellenwood,1
ella,1
elkhart,1
elk,1
eliminated,1
exams,1
excepting,1
exceptions,1
faverli@elizabeth.k12.nj.us,1
feb,1
features,1
feasts,1
fears,1
feared,1
fda,1
fayetteville,1
favors,1
favorite.<3,1
favorie,1
favorable,1
faulty,1
farmers,1
fault,1
faulds,1
faucet,1
fattening,1
fats,1
fathom,1
fated,1
fashions,1
fascinated,1
farts,1
farnsworth,1
feed/field,1
feeding,1
feet,1
fells,1
fingernail,1
finer,1
findlay,1
financially,1
finances,1
filmy,1
filmed,1
files,1
figuring,1
fifty,1
fiesta,1
fields,1
fibre,1
fiancé,1
fiancee,1
fett,1
fervently,1
ferina,1
fer,1
fenders,1
fence,1
feminist,1
female,1
farms,1
farmer's,1
excess,1
exeter,1
explorer,1
explore,1
exploded,1
expiring,1
expire,1
expession,1
experiences,1
expediency,1
expanding,1
expand,1
exhausted,1
exercises,1
far-and-away,1
executives,1
execs,1
exec,1
exclusion,1
exclaimed,1
exciting,1
excite,1
exchanged,1
excessively,1
excessive,1
excesses,1
exploring,1
explosion,1
expo,1
expose,1
fantasize,1
fancied,1
"family,and",1
familia,1
falk,1
fairytale,1
fairy,1
fairfield,1
fads,1
fading,1
factor,1
facility,1
faces,1
facelift,1
faced,1
fab,1
eybaylady,1
extruded,1
extremes,1
extra-d-anre,1
extensive,1
expressions,1
expressing,1
easey,1
ease,1
earthly,1
dibits,1
digest,1
difficulty,1
differentiate,1
differed,1
dieted,1
dierbergs,1
didn''t,1
dictates,1
dicks,1
dickandvicki@yahoo.com,1
dick,1
diameter,1
devens,1
dialysis,1
diagnosis,1
diabolical,1
diabetic-conscious,1
diabetes-inducing,1
dhumby,1
dewey33,1
devotees,1
devotee,1
devon,1
devil,1
digested,1
digestible,1
digga-digga,1
digress,1
disease,1
disdainful,1
discuss,1
discouraged,1
discounter,1
discounted,1
discontinuance,1
discontent,1
discomurf,1
discomfort,1
disclose,1
disaster,1
disassemble,1
disapproval,1
disappoint,1
disabled,1
dis,1
dip-d-d-dip-dip-dip-d-d-double,1
dinners,1
dining,1
ding,1
dimiller78@yahoo.com,1
dillon's,1
deviders,1
developing,1
disgrace,1
delectably,1
demoted,1
demote,1
demonstrate,1
demographics,1
demerara,1
demanded,1
dem,1
delta,1
"delicious,the",1
deliberately,1
deliberate,1
deigns,1
developer,1
definitive,1
definition,1
definetely,1
definately,1
defies,1
default,1
deeply,1
deep-throated,1
deemed,1
deeelicious,1
deeds,1
denial,1
denied,1
denise.miller@wishard.edu,1
dennis,1
deveau,1
devastating,1
detectable,1
despise,1
desperation,1
desires,1
deserving,1
deservedly,1
deserved,1
describes,1
derivations,1
derek,1
depths,1
depressing,1
deployed,1
depiction,1
depicting,1
depends,1
depending,1
depended,1
dentist,1
dented,1
dent,1
diseases,1
disgustingly,1
earnest,1
drank,1
drift,1
"dried,salted",1
dribbling,1
dressing,1
dressed,1
drenched,1
drecky,1
dreamsicle,1
dreaded,1
drawback,1
draw,1
dramatic,1
doubts,1
draining,1
drained,1
drags,1
drag,1
drab,1
downward,1
downstairs,1
downside,1
downfall,1
douglas_r71@hotmail.com,1
doughboy,1
driver,1
drool,1
drooling,1
drown,1
earned,1
early-mid,1
eagle,1
e.g,1
e-bird@charter.net,1
dyes,1
dye-filled,1
dvds,1
dvd,1
dutiful,1
dusty,1
dusting,1
duplicating,1
dupe,1
dunno,1
dunnellon,1
dumpped,1
dumping,1
dumfries,1
dumbfounded,1
duh,1
dug,1
due,1
doug,1
doubted,1
disheartened,1
disservice,1
divider,1
divided,1
div,1
disturbed,1
distu,1
distributing,1
distress,1
distracted,1
distinctively,1
distance,1
dissolve,1
disppointed,1
doubles,1
displays,1
disorder,1
disliking,1
disliked,1
disks,1
disk,1
disintegrated,1
disintegrate,1
dishwasher,1
dishonest,1
disheartening,1
diving,1
dj,1
documented,1
dodong27@hotmail.com,1
dotted,1
dosh,1
dorset,1
dorks,1
dorado,1
dora,1
doomed,1
doofus,1
dooby,1
don’t,1
donough,1
donor,1
donna,1
donde,1
dominated,1
dominate,1
dome,1
dollops,1
dollop,1
dollargeneral,1
dohdoh,1
doh,1
dogfood,1
cassidy,1
casseroles,1
finishing,1
advertisements,1
african-american,1
aficionados,1
afghanistan,1
afforded,1
affordable,1
affects,1
affection,1
affected,1
affair,1
af,1
aesthetically,1
advertiseing,1
afternoons,1
adventist,1
advent,1
adulterated,1
adulterate,1
adsorb,1
adored,1
adolescent,1
admitting,1
admiring,1
administrations,1
adm,1
after-taste,1
afterward,1
assignment,1
aired,1
albeit,1
alaska,1
alarmed,1
alarm,1
alan,1
al-qaida,1
akron,1
airport,1
airplanes,1
airlines,1
airing,1
ain,1
afterwards,1
aidenljv(at)bigpiond(dot)com,1
ahem,1
ahappysoul1976@yahoo.com,1
agribusiness,1
agrees,1
agreee,1
agin,1
aghhh,1
aggressive,1
agents,1
agave,1
adjustments,1
adjectives,1
adjacent,1
a.k.a,1
abode,1
abnormal,1
ability,1
abdullah,1
abbott.nancy.lyn@gmail.com,1
ab,1
aarp,1
aaah,1
aa,1
a1c,1
a.s.a.p,1
a.j,1
adirondack,1
a.f.b,1
a-z,1
a'going,1
a&p,1
^,1
\,1
9pm,1
9oz,1
99¢,1
9902,1
95,1
abound,1
absence,1
absolutly,1
absorb,1
adhesive,1
addressed,1
addicts,1
addiction,1
acquisition,1
acquire,1
acid,1
achieved,1
aches,1
ache,1
accuracy,1
accomplishment,1
accomplishing,1
accomplished,1
accompanying,1
accommodate,1
accept,1
accent,1
abundant,1
abundance,1
absorption,1
absorbs,1
absorbed,1
albertson,1
alcoholism,1
aldi's,1
apple-filled,1
apricot,1
approximation,1
approximately,1
approximated,1
approx,1
appropriate,1
approached,1
appreciative,1
appreciation,1
applied,1
applesauce,1
appearence,1
anti-sugar,1
appalling,1
apologies,1
apollo,1
apo,1
apgar,1
apex,1
anywho,1
anyware,1
anybody's,1
any1,1
anxiously,1
arbor,1
arc,1
arcade,1
arch-duke,1
asians,1
asian/chinese,1
asia,1
as-is,1
artificially,1
arrows,1
arrow,1
arrive,1
arrested,1
array,1
arnold,1
armed,1
arlington,1
ark,1
aristocats,1
arijin,1
argument,1
argued,1
argh,1
aresu,1
arent,1
area(arvada,1
archies,1
antiques,1
anthony,1
aldi/millville's,1
almanac,1
ambitious,1
amazes,1
amateur,1
am's,1
altoona,1
alternating,1
altered-ingredient,1
also-ran,1
alphabet,1
aloton,1
almodovar,1
allowance,1
antennae,1
allllllll,1
allergy,1
allentown,1
allanwrench65@yahoo.com,1
allan,1
all-stars,1
all-multigrain,1
all-marshmallows,1
all-inclusive,1
all-brand,1
alecia,1
ambrosia,1
ameranth,1
amery,1
amherst,1
answering,1
anomalies,1
annual,1
annoy,1
announcing,1
announcement,1
anniversary,1
annie,1
annette,1
annapolis,1
anj,1
animators/cartoonist,1
angled,1
anger,1
angel,1
anacks,1
amusement,1
amt,1
ams,1
among,1
ammount,1
amish,1
amino,1
93,1
90045,1
9000,1
1940s,1
1971-77,1
1971-1979,1
1968-2019,1
1968,1
1966,1
1961-62,1
1961,1
1960-1970,1
1959-1960,1
1951,1
1942,1
1937,1
160g,1
1930s,1
1930's,1
1929,1
192,1
1904-05,1
19.99,1
19.95,1
"19,p52",1
18oz,1
1812,1
17th,1
1971/1972,1
1973,1
1978-1981,1
1979,1
2.98/box,1
2.7g,1
2.5cm,1
2.50,1
2.00,1
2-5,1
2-3x,1
2-3,1
"2""x4",1
1pm,1
1:00,1
19th,1
19s,1
1998-2007,1
1998,1
1996-97,1
1996-2018,1
1996,1
1995,1
1989-1990,1
1988,1
1987-88,1
1985-1987,1
17055,1
1601-6,1
20.00,1
1.25cup,1
10/1/11,1
10.00,1
10-year-old,1
10-4,1
10-20,1
10-12,1
"10,000",1
10's,1
1.90,1
1.50,1
1.5,1
1.00,1
15y,1
1-800-962-1413,1
1-800-431-7678,1
1-800-328-1144,1
1-800,1
1-5,1
"1,000,000's",1
09:06,1
09,1
02/09/10,1
0.0,1
0's,1
10/11,1
10/5,1
"100,000's",1
"1000,000000000",1
15.6,1
15.00,1
133,1
130g,1
12pm,1
12g,1
120,1
12.00,1
12-year-old,1
12-14,1
11g,1
11/28/2020,1
11/10/10,1
11/10,1
11-90,1
11-1990,1
11-1-09,1
10pm,1
10:00,1
107,1
102,1
100x,1
100g,1
2.99/box,1
200/year,1
90''s,1
"50,000",1
60.00,1
6.3oz,1
6-8,1
6-7,1
"6,1971",1
5pm,1
5am,1
5:30am,1
59th,1
50-year-old,1
50-something,1
50's-60's,1
49ish,1
5/5,1
5/10.11,1
5.99,1
5.75,1
5.5g,1
5.30,1
5.29,1
5-87,1
5-10,1
"5,000.00",1
5'8,1
60th,1
6am,1
6g,1
7-10,1
9/bottle,1
8pm,1
87-89ish,1
841,1
84.33,1
84-'85,1
820,1
800,1
80's/90's,1
8.95,1
8.5oz,1
8-packs,1
8-12,1
78,1
77p,1
76054,1
72,1
70p,1
700g,1
70's/80's,1
7.50,1
7.00,1
7-8,1
4ez,1
49428,1
2000's,1
23g,1
2d,1
2cool,1
28oz)at,1
28oz,1
28g,1
28906,1
281-501-3025,1
25th,1
"25,1961",1
243,1
242,1
23-24,1
470,1
21st,1
21-year-old,1
2019-2020,1
2016/2017,1
2011-2012,1
2010-2011,1
200th,1
2008/2009,1
2008,1
2004,1
2000s,1
"3,1959",1
3-3.5,1
3-d,1
3-stage,1
46yrs,1
403,1
400,1
4/box,1
4.99,1
4-5,1
4-4.75,1
3yr,1
39g,1
392/384,1
365,1
"36,p26",1
35-40,1
34472,1
33g,1
30th,1
30s,1
30294,1
300,1
3.5,1
3.39,1
3.12,1
3.00,1
assertion,1
associate,1
casserole,1
brands/types,1
breakfast.sys,1
breakfast-time,1
breakfast's,1
break-a-fast,1
breaded,1
bread-shaped,1
brawny,1
bravo,1
brat,1
branson,1
brannigan,1
brandiiiiii,1
breaking,1
branded,1
branches,1
brainwash,1
brains,1
brainer,1
braided,1
bragging,1
bracelets,1
braced,1
bozos,1
boyle,1
breakfest,1
breed,1
associates,1
brokenhearted,1
brung,1
browns,1
brownie,1
browned,1
brotherben,1
brother's,1
bros,1
broom,1
brookfield,1
bronx,1
bronks,1
broiler,1
breeze,1
brogue,1
britsuperstore.com/acatalog/kelloggs_frosted_wheats.html,1
britishcornershop.co.uk,1
brinks,1
brim,1
brighton,1
brightly-colored,1
brick,1
brice,1
brenda,1
brekkie,1
boyhood,1
boyfriend's,1
boycotted,1
boe3000@cox.net,1
bombay,1
bombards,1
bombard,1
bom-diggety,1
bojangles,1
boiler,1
boiled,1
boil,1
boi,1
bogo,1
bogart,1
bode,1
boy's,1
boba,1
boats,1
boast,1
blurted,1
blurry,1
blunders,1
blunder,1
blueconversechucks,1
blue-retro,1
blowing,1
bloom,1
bombdiggity,1
bombs,1
bombshell,1
bond,1
boxful,1
"boxes,then",1
boxcar,1
box-this,1
bowling,1
bowled,1
bowl-gravel,1
bowl-full,1
bowe,1
bow,1
bouncing,1
boudreau,1
bothers,1
borderline,1
bord,1
bootheel,1
boosting,1
boooooorrrrring,1
boooo,1
boom,1
boohoo,1
boo-boo,1
bonomo,1
brushing,1
bryant,1
buc-wheat,1
canceling,1
canvas,1
canucks,1
canuck,1
canton,1
canoe,1
canner/packer,1
cane,1
candy-like,1
candy-flavored,1
candie,1
cancelling,1
canada's,1
calexico,1
can/could,1
camping,1
camero's,1
camera,1
cameo,1
cambridgeshire,1
caloric,1
calm,1
callously,1
callmedory,1
called'em,1
cap,1
capital,1
capitalize,1
capiton,1
casket,1
cascadian,1
carts,1
cartoon-linked,1
cartons,1
carton,1
carter,1
"carrollton,tx",1
carrier,1
carrie,1
carmelized,1
carl,1
caring,1
caricatures,1
carefully,1
career,1
care-taker,1
carbs?...loaded,1
carbohydrates,1
carb,1
car.i,1
captaincrunch,1
caps,1
calisthenics,1
caker,1
buchanan,1
built,1
burn,1
burke,1
burbs,1
bunny's,1
bundle,1
bun,1
bumps,1
bumped,1
bullied,1
bull-pucky,1
bulimic,1
building,1
cajas,1
buggy,1
bugged,1
bug-a-boo,1
buddy's,1
buddy,1
budds,1
bud's,1
bucs,1
buckwheet,1
buckshot,1
bucket,1
burnett,1
burning,1
bury,1
businesses,1
cafeterias,1
cafeteria,1
cacklin,1
caboodles,1
cable,1
cabbage,1
c3p0s,1
c3-po,1
c.t.c,1
c.j,1
c.a.f,1
c-3pos,1
c-3po,1
byron,1
byrd,1
buttermilk,1
butter/sugar,1
butter-flavoured,1
butter-flavored,1
butter-chocolate,1
butch,1
but....you,1
buster,1
blood/sugar,1
blocks,1
blockbuster,1
badges,1
bald,1
balances,1
baker,1
baja,1
baited,1
bahrain,1
baggie,1
bag/sleeping,1
bag/comforter,1
baffling,1
baffled,1
badgered,1
babysitting,1
bacon,1
backs,1
backroom,1
backkkkk,1
backkkk,1
backk,1
backing,1
backfires,1
back....yesterday,1
back-ordered,1
"back,please",1
bales,1
balloon,1
balloons,1
ballpark,1
bates,1
batches,1
bat,1
bass,1
baskin,1
basket,1
basics,1
basic4,1
bashurtz@telus.net,1
bases,1
barking,1
barfing,1
barbie,1
barberra,1
barbera,1
barbara,1
banner,1
banishment,1
banging,1
banana-flavoured,1
bam,1
balto,1
baloney,1
"back,my",1
baby-boomers,1
bats,1
attitude,1
authors,1
austria,1
australian,1
australia's,1
aussie,1
aurora,1
aug,1
auditioned,1
attune,1
attribute,1
attitudes,1
attempted,1
baba,1
attacked,1
atop,1
at&t's,1
astronaut,1
astro,1
astounding,1
astounded,1
assured,1
assure,1
assumption,1
association,1
automatic,1
autumn,1
avalanche,1
avenge,1
baack,1
baaaaaaack,1
b/c,1
b.c,1
b-fast,1
b-day,1
azrael,1
ayrup,1
aye,1
awwww,1
aww-summ,1
aww,1
awsome,1
awoke,1
awkward,1
awesomely,1
awareness,1
awaited,1
aw,1
avrett,1
avoided,1
aversion,1
avenue,1
baths,1
batteries,1
block,1
biggest/fastest,1
bird-sized,1
bio-fuels,1
biltmore,1
bilo,1
bills,1
billboard,1
bill52,1
bikes,1
bike,1
bigwigs,1
bigmike7898@yahoo.com,1
bigbum,1
best-tsting,1
bigbill,1
big-time,1
bicester,1
bible,1
bi-monthly,1
bfe,1
bf,1
bev,1
betrayed,1
betkis,1
beth,1
birth,1
birthday-whatever,1
bishop,1
bitch,1
bloated,1
bloat,1
bliss,1
blink,1
bless,1
blends,1
blenders,1
bleeding,1
bleed,1
bleccch,1
blank,1
blandish,1
blander,1
blame,1
blairsville,1
blade,1
bi~lo,1
bizarre,1
bix,1
bitty,1
bittersweet,1
bits)and,1
bite-size,1
betcha,1
best-ever,1
battling,1
beardoc,1
bee,1
bedspread,1
bedside,1
bedroom,1
bebesmommy,1
beaverton,1
beautifully,1
beauties,1
beatrice,1
beatles-like,1
bearwitches,1
beard,1
beset,1
bear's,1
beanpot,1
beano,1
beanies,1
bean-bag,1
beads,1
be100nmore@yahoo.com,1
bck,1
bc,1
bbss,1
baylor,1
beez,1
befor,1
begins,1
begs,1
berry-ish,1
berry-flavored,1
berry-filled,1
bernardino,1
bernard,1
berates,1
bennett@conrads,1
bennet,1
bender,1
bend,1
belonging,1
belonged,1
belong,1
belly,1
bell,1
believing,1
believers,1
believable,1
belated,1
bel,1
behaviorist,1
behalf,1
begun,1
finicky,1
fireball,1
plush,1
mildly,1
mimics,1
mime,1
milti-grain,1
millionaire,1
miller,1
milled,1
milky,1
milkshake,1
milk-to-cereal,1
milk-saturated,1
mile,1
milan,1
mine's,1
mikebodine@att.net,1
miguel,1
might-as-well,1
middle-ager,1
mid-west,1
mid-town,1
mid-teens,1
mid-sixties,1
mid-morning,1
mid-eighties,1
mid-afternoon,1
mind-boggling,1
miner's,1
natch,1
missile,1
mjkins(at)comcast.net,1
mj,1
mixtures,1
mixer,1
mixed-fruit,1
mitteleurope,1
misty,1
mistaken,1
missus,1
misspell,1
missinit,1
misplaced,1
mini-binoculars,1
mishap,1
misguided,1
misfit,1
miraculously,1
miraculous,1
miracles,1
miniwheats,1
miniflakes,1
mini-wheat,1
mini-license,1
mini-frosted,1
mid-80s,1
mid-20's,1
mid-1980's,1
mega,1
menards,1
memorably,1
memeory,1
melts,1
meltdown,1
melody,1
melea,1
melanie_rill@yahoo.com,1
mel,1
meijer's,1
meh,1
meets,1
mid-1950's,1
meeting,1
meek,1
medium,1
mediocrity,1
medicine,1
medicinal,1
medication,1
media,1
mechanicsburg,1
meats,1
measuring,1
mentally,1
merchandise,1
merchants,1
mere,1
microwaves,1
micky,1
michgian,1
michele,1
miami,1
mhj,1
mg,1
metroplex,1
metro,1
method,1
metallic,1
messy,1
messes,1
messaged,1
mesmerizing,1
mesa,1
mertz,1
merrymoon,1
merriweather,1
merril,1
merits,1
meridian,1
merhh,1
mkh,1
ml,1
mlee,1
multitude,1
muster,1
mustard,1
mustache,1
muskets,1
musician,1
mushed,1
mush-proof,1
muscatine,1
murmur,1
murdered,1
mumbled,1
multimillionaire,1
mrs,1
multi-shaped,1
multi-packs,1
mug,1
muffled,1
muffintops,1
muffetts,1
mueslix,1
mucus,1
mucked,1
much-loved,1
mssuzyq88,1
mustered,1
mutants,1
mutated,1
muti-bran,1
nastiest,1
nashua,1
nash,1
napa,1
nancy,1
nanas,1
nanamonteau@yahoo.com,1
nana,1
nan,1
name/licensed,1
naked,1
nailed,1
nahrsty,1
n.y,1
méxico,1
mystified,1
mysteriously,1
myriad,1
myemptycanvas,1
mycorrhizae,1
mybrands.com,1
mwahahaha,1
mutterings,1
msg,1
moves,1
mm,1
mombrands.com,1
moneys,1
moneymaker,1
money's,1
mondelez,1
moncks,1
mon,1
mommy's,1
mommy,1
mommies,1
momma,1
momentum,1
mojo,1
mouthwatering,1
moisture,1
moistened,1
moist,1
modifications,1
modest,1
modernize,1
models,1
modeled,1
mode,1
mmmtka@comcast.net,1
mmmmmmmm,1
monitoring,1
monmouth,1
monopoly,1
monroeville,1
mourners,1
mounted,1
motto,1
motorcycle,1
motor,1
mothers,1
mostly-healthy,1
moses,1
morsels,1
morsel,1
morning-noon,1
morn,1
moriarty,1
morgan,1
morening,1
more-nings,1
mooses,1
montgomery,1
monteau,1
montana's,1
montana,1
montague,1
monster's,1
measures,1
measurements,1
measured,1
loom,1
louder,1
loud,1
lotta,1
loses,1
loser,1
loseit,1
lorraine,1
lore,1
lorain,1
loop,1
looooooove,1
lookout,1
locating,1
long-standing,1
long-lost,1
long-lasting,1
lololol,1
lol*)and,1
logs,1
logged,1
loger,1
logan,1
lodged,1
locks,1
loudoun,1
louise,1
loveit,1
low-calorie,1
madison,1
m.b,1
lyric,1
lynnwarre@yahoo.com,1
lynea,1
lyn,1
lying,1
luve,1
luuuvvvv,1
lush,1
lurking,1
lure,1
lunches,1
lunatic,1
lumpy,1
luke,1
luckycharms,1
lucky's,1
lucas,1
lowly,1
lowers,1
lowered,1
low-fat,1
location,1
localized,1
maggi,1
lightened,1
lingered,1
ling,1
lindsay,1
limits,1
lime,1
limbs,1
limbo,1
lilies,1
likeness,1
likelihood,1
lightness,1
lift,1
loc,1
lifestyles,1
lifespan,1
lifeblood,1
life...i''m,1
life's,1
lickin,1
licensing,1
licenses,1
liberally,1
liar,1
lettering,1
lingering,1
lining,1
linketts,1
links,1
loblaws,1
loathed,1
loathe,1
llama,1
lke,1
liz,1
livonia,1
liver,1
lively,1
littler,1
littering,1
litle,1
lite,1
litchfield,1
lists,1
listens,1
liquor,1
liquidater,1
lipkisser's,1
lions,1
linzess,1
linus's,1
linn,1
madness,1
magnesia,1
"mean...""ninja",1
marvelous,1
mate,1
matching,1
matata,1
master,1
massively,1
mass-produced,1
mason,1
masked,1
mash,1
mascot(s,1
marysville,1
martin,1
marker,1
martian,1
marshmellows,1
marshmellow,1
marshmallow-y,1
marshallow,1
"marshall,hil",1
marsh-mellows,1
marsh-mellow,1
marsh,1
marktwain,1
marketeers,1
materials,1
matey's,1
mateys,1
matlows,1
meadowlands,1
me2,1
me....the,1
me-too,1
mdr,1
mcphersonanne@cox.net,1
mclaughlin,1
mchale's,1
mcgiver,1
mcflyjr1979,1
mcewin,1
mcd's,1
mccormick's,1
mcarlo96@bellsouth.net,1
mc,1
mayor12196@yahoo.com,1
mayonnaise,1
maya,1
may/june,1
maxx,1
max,1
maureen,1
maui,1
marketeer,1
marked,1
magnificence,1
majustin@verizon.net,1
mama's,1
mama,1
malty-like,1
maltose,1
malto,1
malta,1
mallow,1
mall,1
making/distributing,1
makeovers,1
make-a-you,1
majority,1
marjorie,1
majesty,1
majestic,1
maintaining,1
maintain,1
mainstream,1
mainstay,1
mailing,1
mail-order,1
mahovlich,1
mah,1
magnitude,1
man's,1
man-kind,1
man-sized,1
mandar,1
maritimes,1
mario,1
marine,1
mariano's,1
marchbox-sized,1
marcantosch@hotmail.com,1
marbles,1
marauder,1
marathoner,1
marah,1
maple/buckwheat,1
maple.so,1
maple-y,1
maple-glazed,1
manzana,1
mantra,1
mansfield,1
mann,1
mankato,1
manifold,1
manhattan,1
maneuver,1
mandela,1
natarajan,1
native,1
lesser,1
partition,1
patient,1
pathmark,1
path,1
paternal,1
patent,1
pastor,1
pasteurized,1
pastel-colored,1
passion,1
paso,1
partly,1
particularly,1
patio,1
particularily,1
participated,1
participate,1
partakers,1
parrot's,1
parody,1
parodied,1
parliament,1
pares,1
parental,1
parent's,1
patients,1
patrick,1
natures,1
peach-lovers,1
peel-off,1
peel,1
peebles,1
pee-wee,1
pediatrician,1
pebble-shaped,1
pear,1
peanuty,1
peanut-buttery,1
peanut-butter,1
peach/raspberry,1
pdl,1
patrick's,1
pcooke,1
pbc,1
pb,1
pays,1
payment,1
pawn,1
pause,1
pauline,1
paul's,1
pattycake,1
patties,1
parallel,1
parade,1
panther's,1
overdue,1
overwhelming,1
overwhelmed,1
overture,1
oversweet,1
overstock,1
oversmurfing,1
overrated,1
overnight,1
overly-sweet,1
overfed,1
overeat,1
overdose,1
panic,1
over-sugared,1
over-saturation,1
over-processed,1
over-easy,1
ovaltine,1
outta,1
outseat,1
outpouring,1
outlived,1
outdoor,1
out-of-touch,1
overwhelmingly,1
owens,1
owning,1
ox26,1
pandemic,1
panda,1
pancreatic,1
panacea,1
pals,1
palmer,1
pallid,1
pallets,1
palin,1
painstakingly,1
pae,1
padding,1
packing,1
pacify,1
pacifier,1
paced,1
pablum,1
pa.tx,1
p50,1
p289,1
p.m,1
p.c,1
p-l-e-a-s-e,1
peeps,1
pen,1
pen-pushing,1
pith,1
plead,1
pleaaaaaseee,1
pleaaaaaaaaaaase,1
players,1
plates,1
plants,1
plain-cheerios-and-bran-flakes,1
placement,1
